證券代碼,簡稱,年月,市值(百萬元),收盤價(元)_年,Unknown masked parameter,股價淨值比,股價營收比,M淨值報酬率─稅後,資產報酬率ROA,營業利益率OPM,利潤邊際NPM,負債/淨值比,M流動比率,M速動比率,M存貨週轉率 (次),M應收帳款週轉次,M營業利益成長率,M稅後淨利成長率,Return,ReturnMean_year_Label
1727,中華化,201812,1543.5000,14.0000,0.5731,0.5921,0.5829,0.0382,0.0382,0.0423,0.0376,0.4198,117.1020,82.4345,7.0796,6.4159,4.3696,3.5941,-16.1677,-1
1730,花仙子,201812,4015.1707,64.2000,0.2884,1.4078,1.3452,0.1118,0.1118,0.1212,0.1068,0.4215,211.4526,160.7238,7.9683,4.5387,76.6668,58.3871,57.1603,1
1731,美吾華,201812,1641.5027,12.3500,0.0234,0.6141,1.4612,0.0283,0.0283,0.1225,0.0674,0.3567,229.0427,195.3588,5.1640,1.8388,-13.4749,-11.8366,-11.1511,-1
1732,毛寶,201812,471.1273,11.1000,0.9202,0.8245,0.8370,0.0121,0.0121,0.0183,0.0123,0.2483,291.2132,206.0217,5.3338,6.5979,12.1054,-4.3382,-10.8434,-1
1733,五鼎,201812,2961.8830,29.7000,0.0644,1.1635,1.4493,0.0368,0.0368,0.1112,0.0458,0.3542,315.3690,187.3017,3.1808,4.0450,41.2133,13.6668,-6.8966,-1
1734,杏輝,201812,3237.0365,19.3000,0.5791,0.5507,1.4609,-0.0209,-0.0209,-0.0538,-0.0555,0.4177,238.5841,183.7036,4.5402,5.0798,-89.2776,-36.4206,-10.8545,-1
1735,日勝化,201812,0.0000,0.0000,0.4766,0.0000,0.0000,0.0035,0.0035,0.0201,0.0028,0.5368,139.6889,91.8637,5.2937,4.5975,-34.0226,-83.4665,0.0000,0
1736,喬山,201812,9850.1378,32.4000,0.4793,0.4149,0.4527,0.0164,0.0164,0.0024,0.0179,0.6449,134.3938,91.8589,3.9479,2.9199,-62.2180,198.8637,-9.3706,-1
1737,臺鹽,201812,5960.0000,29.8000,0.1934,0.8135,1.9857,0.0618,0.0618,0.1394,0.1508,0.1598,518.0374,462.5117,10.1011,18.7223,0.0990,28.0036,6.8100,1
1762,中化生,201812,1768.3680,22.8000,0.8431,0.5489,1.7346,0.0727,0.0727,0.0304,0.2298,0.3842,144.1880,59.0561,2.8131,9.6719,-60.3558,172.7736,-6.5574,-1
1773,勝一,201812,12525.0000,83.5000,0.5668,2.0566,1.5590,0.1527,0.1527,0.1309,0.1158,0.2105,223.3226,142.0118,8.6095,7.4224,5.6651,5.8721,5.8302,1
1789,神隆,201812,19096.3517,24.1500,0.5391,1.5200,5.4185,0.0353,0.0353,0.1584,0.1257,0.1611,334.3966,264.3017,2.5842,6.3051,-0.0984,4.8799,-31.8759,-1
1802,台玻,201812,37513.9843,12.9000,0.2520,0.4410,0.8139,0.0121,0.0121,0.0504,0.0224,0.4389,112.7899,74.7231,5.2073,10.1946,-12.0037,-52.5689,-42.2819,-1
1805,寶徠,201812,0.0000,0.0000,0.2895,0.0000,0.0000,-0.0647,-0.0647,-1.1034,-1.1709,0.5880,158.8438,42.2743,0.0806,117.4647,-35.0056,-3804.9687,0.0000,0
1806,冠軍,201812,3075.5151,7.0900,0.7590,0.2790,0.6119,-0.0519,-0.0519,-0.0804,-0.1139,0.4184,132.4846,82.7374,2.4191,7.5976,-1277.2114,-525.2680,-15.1914,-1
1808,潤隆,201812,16773.1792,54.4000,0.9967,0.7486,1.2115,0.0976,0.0976,0.1908,0.1579,0.6737,192.0434,61.5952,1.0497,205.2085,351.4677,279.6376,26.5116,1
1809,中釉,201812,1762.2920,10.5500,0.9117,0.3659,0.7113,-0.0039,-0.0039,-0.0094,-0.0077,0.2107,353.4702,246.2998,2.8142,3.9048,75.2459,-214.7357,-15.9363,-1
1810,和成,201812,2884.8581,7.8000,0.0913,0.2675,0.5278,-0.0072,-0.0072,0.0004,-0.0141,0.4862,133.2378,79.4307,2.7367,5.1528,-98.6235,-148.3047,-21.0526,-1
1903,士紙,201812,7801.1730,30.0000,0.5228,1.2068,35.6991,-0.0258,-0.0258,-0.7867,-0.7633,0.5946,32.0692,28.0861,2.4582,6.1633,-4.0379,2.1396,-8.1164,-1
1904,正隆,201812,20669.3194,18.6500,0.3994,0.3443,0.5019,0.0678,0.0678,0.0694,0.0989,0.5974,143.5844,89.2401,4.3945,6.8540,25.9412,188.2703,14.4172,1
1905,華紙,201812,10653.3890,9.6600,0.8370,0.3397,0.4434,0.0169,0.0169,0.0245,0.0220,0.4244,150.1043,104.3404,5.7254,8.9583,-25.8161,-27.1242,-17.4359,-1
1906,寶隆,201812,2219.7000,14.7000,0.0826,0.3877,1.1206,0.0877,0.0877,0.0081,0.2535,0.3608,47.7008,45.5098,78.2974,27.6199,34.3755,22.9923,-49.7436,-1
1907,永豐餘,201812,18679.1794,11.2500,0.3626,0.1580,0.2444,0.0166,0.0166,0.0309,0.0256,0.6030,135.5068,101.3784,6.8484,6.5467,-20.2875,-8.0839,0.0000,0
1909,榮成,201812,16639.5212,14.2500,0.8986,0.2324,0.3181,0.0127,0.0127,0.0508,0.0174,0.6921,72.6068,59.1623,12.6136,8.0302,-49.9413,-76.9339,-65.9498,-1
2002,中鋼,201812,381570.3792,24.2500,0.1527,0.5657,0.9523,0.0413,0.0413,0.0838,0.0696,0.4918,112.2114,47.1375,3.9636,26.2386,34.7384,36.4904,-2.0202,1
2006,東和鋼鐵,201812,19077.1514,19.0000,0.1477,0.3929,0.4797,0.0183,0.0183,0.0321,0.0224,0.5055,131.3283,42.9731,2.5736,13.1174,-30.7622,-47.7320,-26.3566,-1
2007,燁興,201812,2929.1968,5.5200,0.0004,0.1441,0.3351,0.0005,0.0005,0.0160,0.0012,0.7092,83.5274,37.5156,4.8718,35.7342,984.3994,105.8810,9.0909,1
2008,高興昌,201812,2480.5259,12.3500,0.0533,0.4738,1.7554,-0.0337,-0.0337,-0.1162,-0.1248,0.5477,58.2990,38.7884,2.7725,28.1518,-12.5095,21.4299,7.8603,1
2009,第一銅,201812,3596.2220,10.0000,0.7713,0.6981,1.1568,0.0165,0.0165,-0.0039,0.0274,0.2962,166.7502,57.4686,2.2897,14.1546,-107.1852,-68.4085,-27.7978,-1
2010,春源,201812,6541.3195,10.1000,0.9194,0.3677,0.3534,0.0137,0.0137,0.0117,0.0132,0.3873,195.3327,138.7389,5.5390,4.7620,-38.1102,-39.2558,-11.7904,-1
2012,春雨,201812,5755.4800,20.0000,0.7964,0.5381,0.5849,0.0529,0.0529,0.0708,0.0575,0.5986,193.3067,92.8789,2.8846,5.5029,27.9694,79.3516,39.3728,1
2013,中鋼構,201812,5270.0000,26.3500,0.8041,0.3112,0.2588,0.0069,0.0069,0.0013,0.0058,0.7505,107.2530,102.6658,36.8813,8.0439,2090.3635,116.5675,34.0967,1
2014,中鴻,201812,15360.3251,10.7000,0.7841,0.4596,0.3184,0.0908,0.0908,0.0596,0.0629,0.5583,93.8352,27.5430,5.8541,50.8349,11.7353,16.3816,-13.7097,-1
2015,豐興,201812,34023.5649,58.5000,0.1826,1.4921,1.1023,0.1290,0.1290,0.1081,0.0953,0.1826,243.0254,74.3096,4.5935,21.2033,9.9619,7.9802,5.0269,1
2017,官田鋼,201812,2786.2201,8.1500,0.9071,0.3194,0.5582,0.0169,0.0169,0.0225,0.0296,0.3892,116.5845,50.6306,3.3305,21.0566,-66.7503,-60.2765,-18.5000,-1
2020,美亞,201812,3165.8180,14.1000,0.5575,0.5529,0.6685,0.0545,0.0545,0.0393,0.0658,0.4736,138.7347,74.8512,3.0690,12.5109,-51.4361,-20.0225,0.7143,1
2022,聚亨,201812,3199.9458,6.6700,0.7180,0.2018,0.2878,0.0102,0.0102,0.0061,0.0146,0.6058,127.8123,93.8994,3.8478,18.2789,-38.9445,2121.8477,3.7325,1
2023,燁輝,201812,19320.8564,10.3000,0.9670,0.2219,0.2616,0.0030,0.0030,0.0197,0.0036,0.6595,93.5556,54.8406,7.1376,37.1081,-34.0451,-80.3061,-15.5738,-1
2024,志聯,201812,926.2500,9.5000,0.0041,0.4027,0.6397,0.0325,0.0325,0.0700,0.0517,0.4857,125.2603,58.9038,2.5479,7.9858,-28.7811,-26.8655,-8.2126,-1
2025,千興,201812,0.0000,0.0000,0.4059,0.0000,0.0000,-0.2403,-0.2403,-0.0300,-0.1811,0.6148,97.9829,50.6674,5.9442,0.0000,-158.2402,-431.3208,0.0000,0
2027,大成鋼,201812,51880.8737,42.0500,0.2074,0.5347,0.6198,0.0687,0.0687,0.1106,0.0796,0.5451,419.8152,146.1645,1.7510,11.9862,96.4237,363.4943,96.4953,1
2028,威致,201812,2530.8040,7.7700,0.4596,0.3745,0.2277,0.0761,0.0761,0.0496,0.0463,0.6680,112.9085,31.5875,5.8365,27.8590,-22.8555,-19.1161,-19.8969,-1
2029,盛餘,201812,6134.5380,19.1000,0.9613,0.6379,0.5437,0.0101,0.0101,0.0115,0.0086,0.0936,923.5866,647.0813,6.2912,13.0324,-87.0033,-87.0190,-33.5652,-1
1101,台泥,201912,238847.5590,43.7000,0.3566,0.6500,1.9453,0.0693,0.0693,0.2456,0.2073,0.4327,177.5757,165.3517,15.0969,13.8918,7.0112,12.4139,22.7528,1
1102,亞泥,201912,161181.3932,47.9500,0.9895,0.5422,1.8040,0.0748,0.0748,0.2469,0.2490,0.4300,120.0529,109.5737,11.4698,8.7947,21.5394,49.3966,41.2371,1
1103,嘉泥,201912,17316.3442,22.3500,0.6295,0.4472,9.1913,0.0211,0.0211,-0.2308,0.4345,0.3885,288.0075,286.7939,41.9506,30.8135,-319.6736,221.4924,64.3382,1
1104,環泥,201912,12810.7403,19.6000,0.8232,0.5474,2.5592,0.0488,0.0488,0.0341,0.2281,0.2264,111.3629,104.4688,18.9489,6.1226,0.0000,0.0000,3.7037,-1
1108,幸福,201912,3391.7044,8.3800,0.7554,0.4628,0.9089,0.0063,0.0063,0.0209,0.0123,0.4104,314.5786,97.1521,1.0613,9.0549,150.2005,122.8444,14.1689,1
1109,信大,201912,6873.3538,20.1000,0.4034,0.6142,0.8786,0.1303,0.1303,0.2642,0.1865,0.2289,251.8298,215.0383,9.4220,15.7851,17.7667,16.3630,45.6522,1
1110,東泥,201912,9981.4140,17.4500,0.2556,1.0247,6.2977,0.0034,0.0034,-0.0054,0.0210,0.1201,306.2309,207.8477,2.4348,19.2576,-121.0114,-49.3162,2.9499,-1
1201,味全,201912,0.0000,25.0500,0.5928,0.0000,0.0000,0.0000,0.0000,0.0269,0.0668,0.0000,0.0000,0.0000,0.0000,0.0000,6.1302,55.4359,12.5843,1
1203,味王,201912,6492.0000,27.0500,0.1154,0.6888,1.0267,0.0761,0.0761,0.1461,0.1135,0.3405,249.8154,154.4363,3.8207,18.7034,-5.4338,1.8676,4.0385,-1
1210,大成,201912,36113.3517,43.6500,0.2258,0.7635,0.4644,0.0629,0.0629,0.0478,0.0382,0.4857,105.5244,66.1009,9.7791,16.1724,63.7411,23.2192,30.2985,1
1213,大飲,201912,354.4575,6.2600,0.5891,0.2800,0.8142,-0.0340,-0.0340,-0.0855,-0.0990,0.5550,188.5536,158.3923,11.4613,5.5758,-216.2816,51.8939,-37.7114,-1
1215,卜蜂,201912,17741.0042,66.2000,0.2017,0.9512,0.8379,0.0977,0.0977,0.0689,0.0861,0.5374,106.1413,82.3027,13.7703,11.6171,13.5376,83.1655,24.4361,1
1216,統一,201912,421605.5427,74.2000,0.9218,0.8830,0.9411,0.0597,0.0597,0.0661,0.0636,0.6356,106.8648,82.1708,11.9061,28.6030,9.7873,5.7093,6.3037,-1
1217,愛之味,201912,3515.9903,7.1100,0.6343,0.2726,0.7869,0.0051,0.0051,0.0295,0.0146,0.5007,65.0610,46.0964,7.0414,8.3083,96.9657,4.2210,3.7956,-1
1218,泰山,201912,11049.9779,22.1000,0.0124,1.1973,1.3811,0.0631,0.0631,0.0200,0.0728,0.2843,209.7264,169.6668,11.7604,13.0448,77.3457,25.2902,16.3158,1
1219,福壽,201912,5973.3578,18.5500,0.2900,0.6683,0.4873,0.0158,0.0158,0.0027,0.0115,0.5570,164.5779,96.0762,6.6341,15.6139,140.4307,247.8504,1.0899,-1
1220,台榮,201912,1868.1718,10.5500,0.1885,0.5931,0.6264,0.0445,0.0445,0.0610,0.0470,0.2131,409.8241,295.4991,5.5170,6.4095,64.9027,24.2816,-3.2110,-1
1225,福懋油,201912,7588.9941,34.7000,0.3180,0.9804,0.7128,0.0511,0.0511,0.0419,0.0371,0.5287,180.1016,132.4440,8.8563,12.9098,30.4476,31.6064,-55.3985,-1
1227,佳格,201912,63690.2431,69.6000,0.7329,2.4988,2.0370,0.1355,0.1355,0.1415,0.1105,0.3350,240.9917,193.5178,8.5732,4.8533,40.4477,16.3908,40.0402,1
1229,聯華,201912,40820.1393,36.9500,0.5948,0.8770,4.9352,0.0676,0.0676,0.1155,0.3804,0.1915,94.7201,79.5777,7.1568,6.6614,218.2731,27.1952,24.6206,1
1231,聯華食,201912,7306.8175,41.8500,0.9872,0.9787,0.8507,0.0703,0.0703,0.0687,0.0611,0.5106,145.9598,90.9421,5.6760,4.9191,-4.8468,-3.1421,14.0327,1
1232,大統益,201912,19356.9629,121.0000,0.8536,3.3331,1.1287,0.1720,0.1720,0.0718,0.0583,0.2886,337.4055,225.0936,10.5560,23.0362,10.6932,7.8585,23.4694,1
1233,天仁,201912,3628.2056,40.0500,0.1776,1.4570,1.6143,0.0630,0.0630,0.0794,0.0698,0.3507,147.3784,91.7489,7.5534,10.0268,8.5255,-10.1907,5.2562,-1
1234,黑松,201912,13080.9043,32.5500,0.8164,0.5777,1.4303,0.0374,0.0374,0.0520,0.0926,0.2103,316.4444,92.7851,1.7328,13.1775,112.6556,21.5712,8.6811,1
1235,興泰,201912,2122.5912,21.4500,0.5299,0.5047,34.3584,0.0111,0.0111,0.2427,0.7590,0.3858,204.0982,203.3532,5.2874,16.4829,164.8472,-55.7538,-16.5370,-1
1236,宏亞,201912,1484.2922,13.7000,0.2285,0.5425,0.7960,0.0058,0.0058,0.0005,0.0085,0.3843,144.9661,102.5551,7.8212,4.1133,-85.0097,18.9342,0.0000,-1
1301,台塑,201912,635300.9318,99.8000,0.0907,1.2780,3.0566,0.0751,0.0751,0.0972,0.1796,0.2976,196.6960,176.2337,11.3768,28.1172,-20.3026,-24.6730,-1.1881,-1
1303,南亞,201912,577363.8125,72.8000,0.6057,1.0409,2.0166,0.0418,0.0418,0.0345,0.0811,0.3590,224.4792,174.7070,6.8876,7.8139,-66.4000,-55.9247,-3.5762,-1
1304,台聚,201912,16464.3745,13.8500,0.4458,0.2305,0.2958,0.0356,0.0356,0.0527,0.0457,0.4515,221.7771,182.8397,11.3135,8.6813,51.6833,36.0145,16.3866,1
1305,華夏,201912,10962.2219,20.8000,0.3102,0.8890,0.7251,0.0563,0.0563,0.0512,0.0459,0.2935,287.7039,201.0298,10.2898,11.9150,-50.7987,-48.5550,-5.4545,-1
1307,三芳,201912,9408.3981,23.6500,0.6608,0.6216,0.9160,0.0284,0.0284,0.0634,0.0419,0.4540,216.7632,163.3352,4.9985,10.9117,71.0348,42.0842,-0.6303,-1
1308,亞聚,201912,8759.2467,15.8000,0.4278,0.5176,1.2898,0.0485,0.0485,0.1176,0.1209,0.3955,200.0317,184.3759,17.5632,11.4808,1009.1759,186.2436,20.6107,1
1309,台達化,201912,3809.9347,11.4000,0.2039,0.4760,0.2156,0.0497,0.0497,0.0291,0.0225,0.4628,210.7119,177.9614,23.6803,9.1518,85.3860,91.3599,14.4578,1
1310,台苯,201912,11032.4788,20.9000,0.6085,1.1857,0.9029,0.0948,0.0948,0.0876,0.0722,0.2230,178.0235,154.0532,28.1788,14.2945,-30.2488,-25.7027,-7.1111,-1
1312,國喬,201912,16863.1376,18.6000,0.6029,0.5356,0.8239,0.0691,0.0691,0.0669,0.1063,0.1351,461.5287,395.1192,12.2333,9.9376,-49.9711,-30.9302,-14.8741,-1
1313,聯成,201912,14789.0584,11.1000,0.9689,0.3275,0.2358,-0.0031,-0.0031,-0.0056,-0.0022,0.5444,175.5754,113.0225,9.4212,20.7709,-132.8473,-118.6271,-4.3103,-1
1314,中石化,201912,27781.5320,9.8000,0.4916,0.2880,0.9378,0.0180,0.0180,-0.0138,0.0585,0.3035,274.4030,163.4101,3.0533,17.9893,-113.3011,-59.5039,-10.5023,-1
1315,達新,201912,9375.3000,47.3500,0.0836,0.9446,3.8414,0.0703,0.0703,0.0171,0.2861,0.1544,531.5818,482.1549,3.8813,9.1601,568.8329,203.7095,78.6792,1
1316,上曜,201912,2677.8252,14.5000,0.8838,0.3794,3.7051,-0.0119,-0.0119,-0.1591,-0.1159,0.6456,142.0290,26.3462,0.1381,6.6089,-199.2345,-136.1499,19.8347,1
1319,東陽,201912,27592.4067,46.6500,0.3782,0.7436,1.2766,0.0500,0.0500,0.1001,0.0858,0.3872,115.9721,82.0560,8.3657,5.1062,17.0196,-3.9663,26.5943,1
1321,大洋,201912,9077.7706,39.9500,0.4663,0.7842,1.9494,0.0102,0.0102,-0.0242,0.0253,0.5398,173.7553,125.8620,9.0969,9.1404,27.3424,263.9078,53.6538,1
1323,永裕,201912,3103.3330,34.0000,0.3544,0.6053,0.0000,0.0000,0.0000,0.0000,0.0000,0.5379,407.8681,329.5100,0.0000,0.0000,-100.0000,-100.0000,-3.4091,-1
1324,地球,201912,724.9263,9.6500,0.2477,0.5925,0.6379,0.0026,0.0026,0.0087,0.0028,0.2043,354.0047,261.8398,5.5978,6.6714,525.4453,167.2803,-13.0631,-1
1325,恆大,201912,1441.2523,16.9000,0.0370,0.7689,1.8650,0.0185,0.0185,0.0434,0.0449,0.0591,1880.9903,1603.5272,5.9037,7.3882,-31.2220,-42.1064,2.4242,-1
1326,台化,201912,512853.8012,87.5000,0.9785,0.9315,1.6255,0.0604,0.0604,0.0523,0.1054,0.2566,259.5842,212.2205,7.6449,19.6563,-57.0015,-40.0339,-16.6667,-1
1337,再生-KY,201912,1648.6923,6.1300,0.0898,0.2173,1.3101,-0.0846,-0.0846,-0.5268,-0.5102,0.0778,607.0844,557.1044,4.7587,6.0903,63.5808,66.0021,-5.9816,-1
1402,遠東新,201912,159783.3217,29.8500,0.6639,0.2774,0.6388,0.0285,0.0285,0.0550,0.0657,0.5290,103.5853,79.9885,9.2245,9.2878,-6.9058,-10.6377,6.9892,-1
1409,新纖,201912,19501.8321,12.0500,0.1730,0.5108,0.5662,0.0590,0.0143,0.0000,0.0654,3.1172,804.5707,756.0114,5.7576,0.0000,0.0000,-21.3375,4.3290,-1
1410,南染,201912,2056.9500,32.6500,0.9668,1.5010,5.1669,0.0484,0.0484,0.1902,0.1665,0.1690,1095.4667,1058.5657,18.1072,7.6578,-36.5720,-40.4907,36.6109,1
1413,宏洲,201912,1251.1044,9.4700,0.9812,0.4547,0.4245,0.0249,0.0249,0.0199,0.0233,0.5640,93.3518,29.9914,5.4775,70.6159,-70.4551,-71.7143,-12.3148,-1
1414,東和,201912,1579.6000,7.1800,0.3580,0.3453,1.9975,0.0080,0.0080,-0.0819,0.0460,0.3228,150.9257,79.8635,1.4358,25.2089,-1115.7779,-5.3973,1.2694,-1
1416,廣豐,201912,2492.8526,13.4500,0.9292,0.3490,9.6292,-0.0187,-0.0187,-0.1735,-0.5165,0.4530,115.4048,29.7696,0.3292,7.7353,71.8859,-153.4763,-5.6140,-1
1417,嘉裕,201912,1897.5196,9.9900,0.5942,0.4328,1.3499,0.0724,0.0724,-0.1967,0.2258,0.2848,254.5274,208.2294,2.6866,9.8694,28.5554,235.8658,102.6369,1
1418,東華,201912,0.0000,0.0000,0.5862,0.0000,0.0000,-0.0872,-0.0872,-0.9097,-1.0121,0.7413,142.6244,76.6882,1.0996,659.0031,4.8443,1.7584,0.0000,0
1419,新紡,201912,12511.7222,41.7000,0.2182,0.9685,6.0049,0.0293,0.0293,0.0544,0.1818,0.3235,81.0016,64.6940,4.2706,11.9281,577.1499,35.8075,-7.3333,-1
1423,利華,201912,1432.4400,10.3500,0.6447,0.5557,3.1476,-0.0140,-0.0140,-0.1766,-0.0795,0.0856,5518.2034,2611.9805,0.7288,0.0000,-335.9091,-135.2427,-0.9569,-1
1432,大魯閣,201912,1133.5788,6.7500,0.7698,0.1974,0.9685,-0.1124,-0.1124,-0.1758,-0.5516,0.8060,91.5741,63.9914,4.1057,34.2929,9.7511,-196.6521,-20.8675,-1
1434,福懋,201912,57615.5293,34.2000,0.3930,0.7134,1.5672,0.0573,0.0573,0.0290,0.1259,0.2048,206.4514,111.1564,4.5477,11.8015,-56.5910,-13.0389,-1.0130,-1
1435,中福,201912,1020.3947,7.3000,0.6587,0.9492,48.0638,0.0192,0.0192,-0.7996,0.9738,0.1573,11882.1020,11707.2643,3.7535,204.1346,-120.9841,268.3195,35.4360,1
1436,華友聯,201912,3801.4515,39.7500,0.4529,0.3961,1.8322,0.0244,0.0244,0.1727,0.1131,0.7190,191.7357,38.1783,0.3699,1017.5434,-22.0440,-34.3403,8.6066,1
1437,勤益控,201912,5124.9568,25.2000,0.1198,0.4644,8.8165,0.0267,0.0267,0.4092,0.5064,0.4095,536.6736,530.2234,27.2039,63.4460,-22.9511,19.3899,40.0000,1
1438,三地開發,201912,1351.8318,13.2000,0.6867,2.3152,122893.8000,-0.0180,-0.0180,-746.9091,-956.2727,0.1192,71149.4845,44549.3557,0.0001,0.0000,-0.2440,11.4488,0.0000,0
1439,雋揚,201912,3072.8000,33.4000,0.1564,1.0853,17.7610,0.3398,0.3398,-0.2869,5.5603,0.0069,13744.8065,13744.8065,0.0000,22.4802,28.5377,1497.9263,-0.4471,-1
1440,南紡,201912,0.0000,10.5000,0.5903,0.0000,0.0000,0.0000,0.0000,-0.0334,0.0051,0.0000,0.0000,0.0000,0.0000,0.0000,-212.0264,-89.0054,-12.1339,-1
1441,大東,201912,884.0160,8.7700,0.5603,0.3031,0.6027,-0.1139,-0.1139,-0.1960,-0.2265,0.5680,72.7301,30.2762,2.5451,10.0586,-8.6552,-136.7248,-31.7510,-1
1442,名軒,201912,6001.8988,19.8000,0.8473,0.5022,8.6258,0.0084,0.0084,-0.0602,0.1444,0.5750,594.7087,25.7441,0.0638,22.9853,-131.7954,-16.8456,27.7419,1
1443,立益物流,201912,1303.3531,9.6300,0.6471,0.2472,1.8517,0.0014,0.0014,0.1432,0.0104,0.8463,16.3559,12.8064,4.9414,5.5950,149.8041,101.2262,40.3790,1
1444,力麗,201912,9161.3888,9.5700,0.2736,0.5087,0.7629,-0.0035,-0.0035,0.0086,-0.0053,0.3733,120.1482,65.5858,4.8445,14.2087,-42.9364,-117.1764,-3.0395,-1
1445,大宇,201912,0.0000,7.2000,0.1257,0.0000,0.0000,0.0000,0.0000,-0.0439,-0.0294,0.0000,0.0000,0.0000,0.0000,0.0000,-26.7020,-66.7412,-9.6612,-1
1446,宏和,201912,5232.9610,38.0000,0.7231,1.2219,9.5108,0.0001,0.0001,-0.0033,0.0005,0.6340,173.6592,21.1644,0.1697,20.1899,97.5970,101.0141,59.3291,1
1447,力鵬,201912,6392.2655,6.9900,0.2625,0.3568,0.4384,-0.0136,-0.0136,-0.0213,-0.0167,0.4417,123.6806,83.7768,5.7085,8.2117,14.1094,-230.9020,-11.6308,-1
1449,佳和,201912,1464.0000,12.2000,0.3222,0.2284,0.5865,-0.0172,-0.0172,-0.0604,-0.0442,0.8894,39.2538,15.2002,2.7840,21.2159,38.8424,33.0958,144.9799,1
1451,年興,201912,4158.0000,21.0000,0.1839,0.4449,0.4853,-0.0075,-0.0075,-0.0123,-0.0081,0.2296,362.8969,206.1206,3.4565,5.4656,-137.3189,-117.3875,0.0000,0
1452,宏益,201912,2467.1300,18.6000,0.7721,0.9139,1.2862,0.0652,0.0652,0.0913,0.0918,0.0760,1198.8591,998.3746,6.3683,9.7289,-5.9943,-9.6852,10.3858,1
1453,大將,201912,790.1240,8.0100,0.8082,0.6001,17.6525,-0.0345,-0.0345,-1.6260,-1.0147,0.0293,2860.0093,1508.6451,0.0860,0.0000,-77.8959,-113.5474,-13.0293,-1
1454,台富,201912,1047.6164,7.8000,0.7778,0.5125,0.5501,0.0171,0.0171,0.0149,0.0183,0.2545,254.1103,129.3424,3.4496,12.2460,2284.9958,73.0966,-6.3625,-1
1455,集盛,201912,4894.1072,8.0000,0.8632,0.5088,0.4133,-0.0315,-0.0315,-0.0373,-0.0256,0.2515,167.4461,87.4852,7.2122,12.8518,-1594.0323,-436.3429,-10.1124,-1
1456,怡華,201912,1115.2680,11.9000,0.0557,0.2183,1.0447,0.0050,0.0050,0.0726,0.0240,0.7613,167.9029,22.3591,0.3909,6.9858,-12.3020,107.7639,77.6119,1
1457,宜進,201912,4328.6431,14.3500,0.1158,0.2376,1.0632,0.0338,0.0338,0.1719,0.1512,0.5933,102.8703,78.8217,4.3740,8.7967,69.9419,-12.6596,11.6732,1
1459,聯發,201912,2700.4756,7.5300,0.2159,0.4432,0.8649,-0.0139,-0.0139,-0.0634,-0.0271,0.4964,139.8248,124.2938,11.2982,17.1134,-22.9299,77.4201,-10.8876,-1
1460,宏遠,201912,4659.8837,9.1400,0.3522,0.3448,0.5257,-0.0201,-0.0201,-0.0047,-0.0307,0.6419,114.3556,29.0763,1.8669,7.8985,-117.5269,-272.8274,-21.2069,-1
1463,強盛新,201912,2252.4892,13.0000,0.1630,0.8796,4.0675,0.0474,0.0474,0.0249,0.2191,0.0978,999.4340,867.4293,3.1080,6.9562,-93.9858,-60.6102,3.1746,-1
1464,得力,201912,10017.9365,26.0500,0.5917,0.5333,0.9174,0.0327,0.0327,0.0734,0.0563,0.6663,120.1162,82.6287,3.2595,6.0617,158.5500,142.1443,31.8987,1
1465,偉全,201912,1580.0113,15.2500,0.5654,0.6895,2.2279,-0.1254,-0.1254,-0.2398,-0.4053,0.1662,891.4689,802.8400,3.6964,11.4110,-7250.4626,-1283.4438,7.0175,-1
1466,聚隆,201912,840.3492,7.5600,0.7086,0.2470,0.2551,-0.0291,-0.0291,-0.0018,-0.0301,0.5467,207.2655,111.1214,5.1254,11.5006,94.2322,5.1650,-25.8824,-1
1467,南緯,201912,1999.8274,8.5600,0.9115,0.2863,0.2878,-0.0247,-0.0247,-0.0088,-0.0248,0.6322,138.1553,89.9945,5.2925,6.5635,3.6874,-294.1987,-5.7269,-1
1468,昶和,201912,1612.0733,10.0500,0.6647,0.6235,1.5965,0.0201,0.0201,-0.0527,0.0515,0.5430,188.6592,88.1302,1.4172,14.8983,-103.7754,27.7400,-1.9512,-1
1470,大統新創,201912,1783.9536,20.8000,0.4932,1.5116,2.1804,0.0643,0.0643,0.1053,0.0927,0.1635,399.6639,313.8033,5.2166,7.5038,61.4377,55.2397,18.8571,1
1471,首利,201912,397.0943,2.6400,0.5201,0.3137,0.4269,-0.2817,-0.2817,-0.3401,-0.3833,0.4875,97.4824,85.0459,12.8833,4.4580,4.8273,-9.8849,-48.6381,-1
1472,三洋實業,201912,1257.1486,27.3000,0.0135,0.8435,2.7755,0.0372,0.0372,0.1704,0.1224,0.6836,123.1170,104.4829,3.4904,11.3999,212.6337,181.6072,-11.7932,-1
1473,台南,201912,3627.3338,24.6500,0.9937,0.6221,0.4735,0.0139,0.0139,0.0097,0.0105,0.3455,175.1354,117.0294,7.3762,6.6221,1307.3304,24.4175,41.6667,1
1474,弘裕,201912,1258.7019,9.6900,0.9649,0.3476,0.3646,0.0108,0.0108,0.0005,0.0113,0.4754,157.8864,97.8236,4.2588,7.3384,-98.1793,-62.6517,-8.1517,-1
1475,業旺,201912,0.0000,0.0000,0.6935,0.0000,0.0000,0.2544,0.2544,-0.4514,0.2816,0.6714,107.0772,87.4936,7.3755,10.7949,65.1637,131.1905,0.0000,0
